Policy Name,Customer Age,Occupation,Income,Education,Marital Status,Tenure (Years),Premium (INR),Coverage (INR),Family Size,Gender,Region,Policy Type
Jeevan Nidhi,63,Farmer,30224,Post Graduate,Divorced,5,42857,190530,4,Female,East,Commercial
Jeevan Tarun,23,Teacher,111852,Graduate,Single,26,17229,439000,1,Other,East,Life
Jeevan Amar,47,Unemployed,161529,Diploma,Single,21,21210,490405,4,Other,East,Health
Jeevan Lakshya,61,Farmer,89475,High School,Married,2,23638,315456,5,Male,South,Life
Jeevan Amar,19,Engineer,79034,Diploma,Married,24,31204,170477,8,Female,East,Life
Jeevan Tarun,48,Retired,192706,Doctorate,Widowed,16,27648,343638,4,Other,Central,Personal Accident
Jeevan Arogya,23,Retired,175110,Post Graduate,Married,11,6169,262736,6,Male,South,Life
Jeevan Tarun,41,Doctor,174167,High School,Single,24,48117,434604,8,Male,West,Health
Jeevan Shanti,25,Student,46034,Graduate,Married,8,27937,470469,3,Female,Central,Health
Jeevan Amar,22,Student,119880,Post Graduate,Married,7,15225,275165,1,Other,West,Personal Accident
Jeevan Anand,65,Farmer,55587,Doctorate,Divorced,30,35635,365501,8,Male,Central,Personal Accident
Jeevan Shanti,55,Student,176395,High School,Divorced,27,25574,118113,9,Female,North,Health
Jeevan Tarun,40,Unemployed,194300,Diploma,Divorced,14,20088,343572,9,Male,West,Health
Jeevan Tarun,23,Doctor,32458,Doctorate,Divorced,17,23044,477675,4,Female,West,Agricultural
Jeevan Arogya,62,Unemployed,52517,High School,Married,19,16754,131007,1,Male,Central,Personal Accident
Jeevan Umang,19,Unemployed,70753,Diploma,Widowed,13,18086,182624,5,Other,South,Personal Accident
Jeevan Labh,21,Farmer,97529,Post Graduate,Divorced,6,26220,399613,2,Female,East,Commercial
Jeevan Tarun,64,Teacher,46601,Graduate,Widowed,17,7965,484349,10,Other,North,Motor
Jeevan Lakshya,48,Teacher,159647,Graduate,Single,28,22790,414088,7,Male,North,Life
Jeevan Amar,47,Business,187157,Graduate,Single,27,31523,328257,8,Other,South,Personal Accident
Jeevan Umang,21,Engineer,88031,Doctorate,Widowed,30,46238,167672,8,Male,Central,Life
Jeevan Shanti,61,Farmer,172659,Post Graduate,Widowed,4,37872,194042,7,Other,South,Commercial
Jeevan Nidhi,59,Engineer,138809,High School,Married,21,28791,272983,5,Male,East,Motor
Jeevan Lakshya,45,Engineer,64380,High School,Divorced,4,21043,133568,6,Other,Central,Commercial
Jeevan Lakshya,36,Doctor,89540,Diploma,Married,12,29647,415279,4,Male,South,Commercial
Jeevan Labh,18,Retired,168022,Post Graduate,Single,7,48186,400828,8,Female,South,Motor
Jeevan Tarun,32,Farmer,51662,High School,Divorced,12,26550,401275,5,Female,East,Commercial
Jeevan Umang,62,Retired,153740,High School,Married,27,41770,453691,1,Other,East,Travel
Jeevan Nidhi,55,Business,191011,High School,Married,24,42274,200533,2,Male,Central,Life
Jeevan Labh,43,Unemployed,36627,Graduate,Widowed,11,5110,151141,1,Male,South,Personal Accident
Jeevan Nidhi,19,Engineer,45772,High School,Single,11,32823,155922,6,Female,East,Travel
Jeevan Arogya,46,Unemployed,140384,Diploma,Single,18,6321,207224,8,Other,West,Health
Jeevan Labh,48,Business,94463,Graduate,Married,27,25408,259963,6,Male,North,Travel
Jeevan Rakshak,39,Student,161330,Diploma,Married,8,20640,153537,3,Other,South,Commercial
Jeevan Amar,55,Retired,195323,High School,Single,28,24652,119529,8,Male,Central,Motor
Jeevan Rakshak,40,Engineer,185065,Graduate,Single,15,5926,252461,1,Male,East,Travel
Jeevan Tarun,38,Unemployed,60409,High School,Widowed,19,12009,104874,6,Female,East,Health
Jeevan Rakshak,20,Business,117632,Doctorate,Divorced,1,8944,229492,3,Other,Central,Health
Jeevan Rakshak,20,Retired,197431,Diploma,Single,8,14249,306249,1,Female,South,Travel
Jeevan Arogya,22,Student,65851,Doctorate,Married,23,30124,153291,2,Other,South,Commercial
Jeevan Amar,46,Engineer,85391,Post Graduate,Widowed,16,10321,464115,1,Other,North,Personal Accident
Jeevan Umang,28,Student,150093,Doctorate,Divorced,1,42892,456357,5,Female,North,Commercial
Jeevan Anand,65,Doctor,98946,Diploma,Divorced,17,9473,293374,3,Other,East,Personal Accident
Jeevan Nidhi,45,Engineer,56186,Graduate,Married,8,21981,412250,6,Female,South,Life
Jeevan Nidhi,63,Engineer,123974,Post Graduate,Single,25,28548,315295,3,Other,Central,Life
Jeevan Lakshya,60,Farmer,147050,Post Graduate,Divorced,19,32804,306883,10,Male,North,Personal Accident
Jeevan Labh,31,Student,188445,Graduate,Widowed,9,49349,257148,5,Male,East,Agricultural
Jeevan Arogya,64,Teacher,78405,High School,Single,24,25830,298079,10,Other,East,Commercial
Jeevan Shanti,33,Doctor,145511,High School,Divorced,23,24917,350869,6,Male,Central,Life
Jeevan Arogya,18,Doctor,160305,Post Graduate,Married,25,16766,468310,6,Female,North,Life
Jeevan Labh,38,Teacher,178438,Doctorate,Divorced,18,20170,115880,1,Male,North,Life
Jeevan Labh,65,Doctor,182066,Post Graduate,Married,21,25554,246438,4,Other,North,Motor
Jeevan Umang,41,Student,136559,Graduate,Married,28,35001,235355,7,Female,East,Travel
Jeevan Shanti,48,Doctor,55580,Doctorate,Single,12,31385,444503,8,Female,North,Motor
Jeevan Anand,39,Teacher,69768,Diploma,Married,8,35327,106280,8,Male,South,Commercial
Jeevan Shanti,22,Business,104101,Diploma,Widowed,16,20137,448523,9,Male,South,Life
Jeevan Rakshak,21,Retired,42852,Doctorate,Divorced,24,5865,332618,9,Other,North,Motor
Jeevan Amar,36,Farmer,131665,Post Graduate,Single,11,17188,245697,3,Female,East,Agricultural
Jeevan Umang,36,Unemployed,62980,High School,Married,12,18449,301546,2,Other,West,Motor
Jeevan Tarun,50,Unemployed,94774,Diploma,Divorced,17,37615,185149,10,Other,North,Agricultural
Jeevan Labh,43,Farmer,103668,Doctorate,Widowed,23,34104,323329,4,Male,North,Travel
Jeevan Nidhi,21,Retired,129768,Post Graduate,Widowed,26,23393,100863,4,Male,Central,Motor
Jeevan Shanti,31,Doctor,146069,Post Graduate,Divorced,12,20039,315080,3,Male,West,Home
Jeevan Arogya,63,Farmer,60543,Graduate,Single,11,36924,457923,10,Female,South,Personal Accident
Jeevan Tarun,57,Teacher,138596,Graduate,Divorced,17,44880,274830,2,Female,West,Health
Jeevan Arogya,28,Business,51047,Post Graduate,Widowed,1,12024,425040,6,Other,East,Travel
Jeevan Nidhi,54,Engineer,93983,Post Graduate,Single,4,37170,452584,4,Female,Central,Travel
Jeevan Labh,34,Teacher,183355,Graduate,Divorced,27,27487,309510,3,Other,South,Home
Jeevan Labh,56,Engineer,65524,Post Graduate,Divorced,23,29510,194273,7,Female,South,Travel
Jeevan Amar,56,Farmer,100044,High School,Single,2,45661,207164,9,Other,Central,Personal Accident
Jeevan Nidhi,29,Retired,128042,Post Graduate,Married,2,44792,345164,6,Female,West,Motor
Jeevan Rakshak,51,Teacher,32756,Diploma,Single,1,5550,245987,3,Other,North,Life
Jeevan Rakshak,30,Retired,186877,Diploma,Single,19,30360,435700,7,Other,West,Personal Accident
Jeevan Lakshya,27,Retired,74355,Graduate,Widowed,17,27189,330508,10,Female,East,Personal Accident
Jeevan Lakshya,23,Student,157465,High School,Widowed,1,49645,136038,4,Male,South,Agricultural
Jeevan Rakshak,55,Teacher,73360,High School,Divorced,3,45834,349957,8,Female,West,Health
Jeevan Amar,24,Farmer,93948,Diploma,Single,10,10070,461078,3,Other,East,Motor
Jeevan Labh,29,Unemployed,67369,Diploma,Divorced,11,22160,145353,10,Female,West,Personal Accident
Jeevan Umang,22,Teacher,162803,High School,Widowed,6,49835,138914,4,Male,West,Life
Jeevan Arogya,62,Unemployed,195083,Graduate,Married,17,36171,264158,5,Male,East,Commercial
Jeevan Lakshya,51,Teacher,106210,High School,Single,14,37368,175409,3,Female,South,Home
Jeevan Arogya,23,Farmer,67643,Diploma,Widowed,11,46396,131382,1,Male,South,Personal Accident
Jeevan Nidhi,49,Retired,143690,High School,Divorced,14,35735,469150,5,Female,Central,Home
Jeevan Lakshya,34,Farmer,69297,Doctorate,Widowed,25,19334,423544,4,Female,West,Commercial
Jeevan Lakshya,46,Farmer,49290,Doctorate,Married,9,38014,231696,6,Female,South,Personal Accident
Jeevan Lakshya,30,Business,161197,Doctorate,Married,22,24808,168290,1,Male,North,Home
Jeevan Rakshak,19,Business,71336,Doctorate,Single,25,20187,188080,4,Other,West,Life
Jeevan Lakshya,21,Unemployed,174703,Doctorate,Single,4,10260,243198,1,Male,West,Agricultural
Jeevan Shanti,56,Teacher,188258,Graduate,Single,12,35340,369996,7,Female,East,Health
Jeevan Shanti,18,Doctor,161010,Doctorate,Divorced,6,21836,259893,8,Female,South,Life
Jeevan Umang,29,Teacher,88427,Graduate,Married,4,15064,282488,4,Female,North,Personal Accident
Jeevan Umang,23,Student,68961,Graduate,Widowed,19,41926,148269,5,Other,South,Travel
Jeevan Labh,34,Farmer,34290,Doctorate,Single,2,43961,253072,9,Female,East,Travel
Jeevan Nidhi,48,Unemployed,112391,High School,Divorced,3,32359,228734,5,Male,South,Commercial
Jeevan Umang,64,Student,88468,Graduate,Divorced,23,35852,475180,2,Female,West,Travel
Jeevan Tarun,49,Engineer,196724,High School,Widowed,22,8636,413502,9,Other,Central,Travel
Jeevan Anand,45,Farmer,77751,Post Graduate,Widowed,20,45658,217302,1,Male,South,Commercial
Jeevan Anand,51,Business,166263,Graduate,Widowed,3,13797,271416,3,Female,South,Life
Jeevan Arogya,44,Doctor,187110,Diploma,Divorced,18,34169,455762,3,Male,Central,Motor
Jeevan Anand,58,Doctor,165899,Graduate,Widowed,10,36579,207908,3,Other,North,Agricultural
Jeevan Nidhi,34,Doctor,41857,Doctorate,Single,23,7444,477393,2,Other,South,Life
Jeevan Anand,43,Farmer,75682,Graduate,Single,18,48845,479048,10,Female,Central,Motor
Jeevan Rakshak,35,Farmer,90724,Graduate,Single,9,28585,159029,3,Male,Central,Travel
Jeevan Anand,30,Teacher,113916,Diploma,Single,25,19121,109554,1,Female,East,Commercial
Jeevan Arogya,50,Farmer,184133,High School,Single,13,23494,109021,7,Male,East,Personal Accident
Jeevan Nidhi,29,Doctor,30414,High School,Single,20,47680,254887,9,Other,West,Motor
Jeevan Tarun,40,Student,134271,High School,Single,2,6913,267004,10,Male,East,Home
Jeevan Nidhi,50,Doctor,178292,Graduate,Divorced,21,16533,219962,4,Female,East,Personal Accident
Jeevan Tarun,58,Student,178856,Doctorate,Single,1,19180,440497,10,Other,South,Home
Jeevan Amar,44,Business,69163,Diploma,Single,24,6751,169406,8,Female,Central,Home
Jeevan Labh,55,Business,131978,Post Graduate,Widowed,30,41800,269296,1,Male,South,Life
Jeevan Labh,35,Teacher,167073,Diploma,Widowed,7,45334,193554,4,Male,South,Personal Accident
Jeevan Nidhi,48,Farmer,182171,Graduate,Widowed,8,37352,458531,10,Female,North,Home
Jeevan Umang,21,Business,183681,High School,Single,12,26869,332513,4,Female,East,Life
Jeevan Labh,35,Farmer,48966,Diploma,Single,16,39952,279317,7,Female,East,Personal Accident
Jeevan Umang,18,Unemployed,156046,Post Graduate,Married,2,22710,370267,5,Other,South,Health
Jeevan Labh,58,Farmer,184161,High School,Single,7,31492,163745,2,Other,Central,Home
Jeevan Lakshya,59,Unemployed,93750,Doctorate,Married,6,8276,457468,8,Other,South,Motor
Jeevan Lakshya,30,Engineer,79099,High School,Single,8,34186,444064,4,Other,East,Motor
Jeevan Labh,29,Doctor,163529,High School,Married,23,5048,259995,4,Other,East,Travel
Jeevan Umang,57,Student,122327,Graduate,Widowed,14,15623,115985,9,Other,East,Commercial
Jeevan Shanti,35,Farmer,107961,Diploma,Married,10,16278,222767,8,Male,East,Life
Jeevan Lakshya,28,Unemployed,144705,Diploma,Divorced,6,21047,174818,6,Other,Central,Agricultural
Jeevan Amar,30,Farmer,127712,High School,Widowed,8,39838,185757,1,Female,Central,Home
Jeevan Rakshak,18,Engineer,46160,Graduate,Divorced,4,35303,299765,4,Female,East,Home
Jeevan Shanti,26,Farmer,66585,Graduate,Single,19,11312,488478,1,Female,East,Travel
Jeevan Lakshya,36,Student,162940,Graduate,Widowed,4,25183,376065,7,Male,Central,Travel
Jeevan Amar,65,Farmer,93276,High School,Divorced,19,32669,187181,4,Other,North,Travel
Jeevan Lakshya,42,Business,75643,High School,Widowed,12,21666,435733,4,Female,East,Home
Jeevan Shanti,24,Doctor,105843,Diploma,Divorced,6,19825,473466,10,Other,North,Home
Jeevan Arogya,42,Engineer,165944,Doctorate,Divorced,27,43849,300749,9,Other,West,Personal Accident
Jeevan Nidhi,51,Unemployed,82352,Post Graduate,Widowed,23,35439,138787,2,Female,South,Health
Jeevan Labh,60,Unemployed,162978,Graduate,Widowed,18,47994,134183,7,Other,North,Motor
Jeevan Anand,44,Farmer,44694,Graduate,Single,25,7589,497574,8,Other,Central,Motor
Jeevan Arogya,39,Teacher,164018,Doctorate,Single,23,7467,282553,9,Female,East,Life
Jeevan Anand,65,Student,148899,High School,Single,23,25532,297242,3,Male,West,Commercial
Jeevan Labh,22,Retired,100933,High School,Divorced,13,30369,280576,1,Male,East,Home
Jeevan Amar,35,Engineer,125909,Graduate,Single,22,35698,453005,9,Other,North,Commercial
Jeevan Umang,47,Teacher,177387,Graduate,Divorced,28,10408,456455,9,Female,West,Life
Jeevan Nidhi,29,Doctor,37157,Doctorate,Married,12,11217,109165,10,Female,North,Personal Accident
Jeevan Amar,22,Unemployed,96008,Graduate,Married,22,18637,494934,9,Other,Central,Agricultural
Jeevan Nidhi,32,Unemployed,36363,Doctorate,Single,25,30010,441595,10,Other,North,Personal Accident
Jeevan Umang,21,Engineer,102823,Post Graduate,Widowed,1,45130,166221,1,Female,West,Agricultural
Jeevan Tarun,49,Student,120947,Diploma,Married,14,32799,205312,10,Female,South,Commercial
Jeevan Labh,61,Student,189276,Graduate,Married,16,28078,459501,7,Female,North,Commercial
Jeevan Shanti,45,Teacher,74534,Graduate,Divorced,11,48722,366322,7,Female,East,Home
Jeevan Rakshak,26,Teacher,162059,High School,Single,22,11116,242464,8,Other,South,Health
Jeevan Shanti,30,Unemployed,130110,Diploma,Married,16,47972,473015,3,Female,East,Motor
Jeevan Labh,37,Doctor,155316,Diploma,Widowed,7,6479,311914,10,Other,North,Life
Jeevan Labh,21,Business,42493,Graduate,Single,23,16558,489587,8,Female,North,Personal Accident
Jeevan Lakshya,44,Unemployed,54314,High School,Single,14,43624,210502,4,Male,South,Home
Jeevan Umang,52,Retired,84228,Post Graduate,Married,29,23581,478527,8,Female,East,Commercial
Jeevan Anand,61,Teacher,159915,High School,Married,15,21394,494730,2,Other,Central,Health
Jeevan Anand,60,Engineer,119296,Post Graduate,Widowed,8,10751,250566,3,Female,Central,Home
Jeevan Amar,60,Retired,57486,Graduate,Married,21,26439,150600,1,Other,Central,Health
Jeevan Nidhi,37,Retired,174934,High School,Widowed,29,21412,322989,7,Male,North,Motor
Jeevan Nidhi,28,Doctor,100106,High School,Widowed,30,38432,191725,9,Male,East,Home
Jeevan Anand,37,Doctor,113679,Doctorate,Divorced,7,18462,239318,3,Other,West,Motor
Jeevan Rakshak,34,Teacher,41559,Graduate,Single,20,15341,305356,5,Female,North,Travel
Jeevan Anand,19,Student,164451,Graduate,Widowed,23,37826,159680,5,Male,South,Personal Accident
Jeevan Shanti,26,Business,91030,Graduate,Widowed,27,29918,194697,2,Female,Central,Health
Jeevan Lakshya,55,Teacher,50697,Diploma,Married,20,34713,341088,9,Male,North,Personal Accident
Jeevan Labh,52,Doctor,76481,Diploma,Married,7,33503,176198,1,Other,West,Health
Jeevan Nidhi,42,Engineer,49956,Graduate,Widowed,18,11962,465343,9,Male,North,Home
Jeevan Amar,51,Retired,48185,Diploma,Married,17,12470,214483,5,Male,Central,Agricultural
Jeevan Lakshya,20,Doctor,55381,Diploma,Widowed,22,20421,347811,4,Female,East,Life
Jeevan Shanti,49,Retired,141554,High School,Widowed,13,40424,377434,6,Other,South,Health
Jeevan Amar,56,Engineer,139035,Post Graduate,Divorced,18,6750,329966,10,Male,East,Commercial
Jeevan Amar,65,Engineer,105395,Graduate,Widowed,26,31447,170842,3,Female,North,Commercial
Jeevan Rakshak,38,Doctor,161957,High School,Widowed,21,7324,211193,10,Male,Central,Travel
Jeevan Arogya,44,Doctor,97171,High School,Widowed,11,11361,380974,2,Female,South,Health
Jeevan Anand,42,Unemployed,76825,Post Graduate,Widowed,21,48449,113810,1,Female,Central,Travel
Jeevan Anand,32,Unemployed,169477,Diploma,Married,16,13345,113983,3,Male,South,Motor
Jeevan Lakshya,37,Farmer,86818,Post Graduate,Married,5,15151,221710,5,Male,West,Life
Jeevan Labh,25,Unemployed,95224,High School,Married,7,38876,180790,2,Other,North,Agricultural
Jeevan Amar,36,Engineer,140197,Post Graduate,Divorced,30,37023,216525,6,Male,West,Commercial
Jeevan Lakshya,41,Student,193252,High School,Married,16,47029,347828,8,Female,Central,Agricultural
Jeevan Rakshak,64,Farmer,46463,Doctorate,Divorced,9,15212,489622,3,Male,Central,Home
Jeevan Anand,38,Farmer,109799,Diploma,Single,16,26330,461748,4,Other,West,Motor
Jeevan Nidhi,44,Teacher,151680,Diploma,Single,1,39598,100978,9,Other,South,Health
Jeevan Amar,40,Doctor,191862,Post Graduate,Single,30,31075,132245,3,Male,South,Home
Jeevan Rakshak,56,Retired,194334,Graduate,Widowed,11,35489,148610,6,Female,Central,Home
Jeevan Rakshak,58,Unemployed,159216,Doctorate,Married,2,39844,431248,3,Other,Central,Life
Jeevan Shanti,37,Business,34868,Diploma,Divorced,30,17853,234749,5,Male,South,Motor
Jeevan Anand,47,Farmer,125015,Post Graduate,Divorced,24,49757,365406,8,Female,West,Travel
Jeevan Amar,23,Retired,38655,Post Graduate,Single,28,23958,373449,5,Other,East,Life
Jeevan Lakshya,32,Engineer,92661,Diploma,Married,10,12590,385048,1,Other,West,Life
Jeevan Umang,38,Unemployed,37270,Doctorate,Single,19,22112,477911,10,Male,North,Home
Jeevan Lakshya,27,Unemployed,70131,Doctorate,Widowed,15,26149,382890,10,Female,North,Home
Jeevan Arogya,63,Doctor,128177,Post Graduate,Married,18,17461,171886,1,Other,Central,Motor
Jeevan Labh,36,Business,56672,Graduate,Divorced,27,23595,318047,6,Other,Central,Health
Jeevan Umang,41,Business,138657,Diploma,Widowed,19,46057,310485,3,Female,West,Travel
Jeevan Labh,22,Farmer,107937,High School,Single,26,34970,320476,7,Female,Central,Travel
Jeevan Labh,31,Business,35675,Post Graduate,Single,12,14781,422415,9,Female,East,Personal Accident
Jeevan Anand,33,Retired,134455,Graduate,Divorced,4,42313,257523,9,Other,East,Home
Jeevan Shanti,28,Doctor,92019,High School,Divorced,5,42143,368313,6,Other,West,Commercial
Jeevan Shanti,28,Teacher,136333,High School,Widowed,10,30638,429762,2,Female,East,Commercial
Jeevan Labh,23,Business,58911,Graduate,Divorced,10,34254,434126,9,Female,West,Home
Jeevan Lakshya,52,Retired,180419,Post Graduate,Married,15,9226,132531,5,Other,North,Commercial
Jeevan Lakshya,47,Business,79768,Diploma,Widowed,27,19276,486282,6,Other,West,Motor
Jeevan Lakshya,56,Engineer,165647,Doctorate,Widowed,16,40047,144938,8,Male,North,Personal Accident
Jeevan Rakshak,53,Unemployed,118029,Graduate,Widowed,25,25508,117768,5,Female,West,Home
Jeevan Nidhi,26,Business,133137,Doctorate,Married,3,37237,366080,8,Other,East,Travel
Jeevan Shanti,38,Engineer,67695,High School,Widowed,19,9800,413791,3,Male,Central,Motor
Jeevan Rakshak,24,Farmer,133209,High School,Widowed,25,26870,488873,9,Male,South,Agricultural
Jeevan Tarun,38,Teacher,182768,Doctorate,Married,12,34882,430940,10,Female,Central,Health
Jeevan Labh,37,Unemployed,172307,Post Graduate,Married,23,24873,161051,8,Female,West,Life
Jeevan Nidhi,52,Teacher,78580,Doctorate,Single,16,23725,184988,4,Female,South,Home
Jeevan Rakshak,49,Doctor,139186,Graduate,Widowed,16,35938,315199,7,Male,North,Commercial
Jeevan Tarun,41,Retired,35829,Graduate,Married,5,29159,315442,8,Male,Central,Commercial
Jeevan Lakshya,46,Business,134588,High School,Married,7,36406,226259,6,Male,West,Commercial
Jeevan Lakshya,35,Unemployed,180770,Post Graduate,Divorced,11,41766,460630,9,Male,South,Travel
Jeevan Labh,28,Student,174686,Post Graduate,Divorced,26,6828,190892,5,Female,South,Commercial
Jeevan Umang,24,Retired,119377,Graduate,Widowed,13,23018,116423,2,Male,North,Health
Jeevan Anand,65,Doctor,168019,Doctorate,Widowed,25,33364,471105,3,Male,South,Health
Jeevan Nidhi,26,Teacher,187224,Doctorate,Married,3,33885,100746,2,Male,Central,Health
Jeevan Lakshya,37,Retired,114215,Doctorate,Married,30,48361,224695,9,Other,South,Travel
Jeevan Labh,23,Farmer,160416,Doctorate,Divorced,18,11649,252378,1,Male,Central,Health
Jeevan Anand,58,Student,121732,Doctorate,Single,10,34369,243850,2,Female,North,Agricultural
Jeevan Umang,49,Business,60573,Doctorate,Widowed,2,28332,374938,7,Male,East,Agricultural
Jeevan Anand,50,Doctor,67149,Diploma,Single,14,22910,476170,4,Male,West,Agricultural
